šifra,naziv,grupa,kolicina,nabavna_cijena,marza,cijena,rabat
1120,TELE2 PRET HTC DESIRE 816 BLACK,TELE2,3,2556.00,9.39,3495.00,0.00
1121,TELE2 PRET LG G3 TITAN,PC,1,3599.20,11.11,4999.00,0.00
1122,PIONEER DDJ-WEGO-R,DJ OPREMA,1,750.00,177.23,2599.00,0.00
1123,SONY XPERIA Z1 BLACK,MOBITELI,1,2879.20,68.36,3999.00,34.00
1124,TWINS WAVE TW-RC8205 ZAM DALJINSKI,TELEVIZIJA,0,80.49,0.00,99.00,0.00
1125,"ROLINE KABEL 3,5mm M/M 2m",AUDIOVIDEO PROGRAM,6,11.69,113.90,25.00,20.00
1126,HQ AIRCO3 ZAM DALJINSKI ZA KLIMU,KLIMA,10,53.00,162.06,125.00,28.00
1127,ROLINE VALUE 2xCHINCH M/M 5m,AUDIOVIDEO PROGRAM,1,8.89,293.81,35.00,20.00
1128,ROLINE VALUE NAPONSKI KABEL 3m,PC,3,32.90,79.33,59.00,20.00
1129,ROLINE VALUE Y-ADAPTER UTP RAZDJELJNIK,PC,3,20.36,71.89,35.00,20.00
1130,ROLINE MONITOR KABEL HD15 M/M 2m,PC,5,20.05,74.56,35.00,20.00
1131,"T-MOBILE ELEK. SIMPA BON 27,5 KN",T-MOBILE,21,22.00,3.09,27.50,3.00
1132,NOKIA 515 DUAL SIM BLACK,MOBITELI,2,959.20,44.05,1399.00,19.00
1133,NOKIA 220DS BLACK,MOBITELI,1,319.20,70.60,599.00,12.00
1134,TWINS ZAM DALJINSKI,TELEVIZIJA,0,80.49,0.00,99.00,0.00
1135,ZAM DALJINSKI URC22 B,TELEVIZIJA,0,80.49,0.00,99.00,0.00
1136,NOKIA 220DS WHITE,MOBITELI,1,319.20,70.60,599.00,12.00
1137,NOKIA LUMIA 630DS BLACK,MOBITELI,1,1040.00,51.85,1599.00,19.00
1138,NOKIA LUMIA 630 DS WHITE,MOBITELI,1,1040.00,51.85,1599.00,19.00
1139,CORSAIR VOYAGER USB 16 GB,PC,0,0.00,0.00,299.00,0.00
1140,PRESTIGIO PAP4020 BATERIJA,MOBITELI,3,55.00,44.00,99.00,0.00
1141,KINGSTON 16GB USB GOLD,PC,2,39.84,118.88,109.00,0.00
1142,DELL INSPIRION 3542 DXHR272382912,PC,1,2590.00,23.52,3999.00,0.00
1145,KINGSTON 8GB USB SE9 CHAMPAGNE,PC,7,43.08,120.37,89.00,25.00
1146,VIPME NOKIA 5220 XM RED,VIP,0,500.00,0.00,899.00,0.00
1149,PRESTIGIO 16GB USB STICK METAL RED,VIP,0,0.00,0.00,199.00,0.00
1150,"KABEL SCART / 3 CHINCH 1,5 m S PREKIDAČEM",AUDIOVIDEO PROGRAM,5,9.00,130.88,20.00,23.00
1151,CANYON CNS-CBTSP1S BLUETOOTH SPEAKER,PC,1,118.41,34.45,199.00,0.00
1152,CANYON CNE-CEP1 SLUŠALICE SILVER,AUDIOVIDEO PROGRAM,11,28.34,94.78,69.00,0.00
1153,PRESTIGIO PAP5400 DUO WHITE,PC,1,850.00,31.67,1399.00,0.00
1154,CANYON CNR-FSP01 ZVUČNICI,PC,1,36.00,97.78,89.00,0.00
1155,PRESTIGIO 32 GB USB STICK METAL,PC,0,132.00,0.00,299.00,0.00
1156,"KABEL 2CHINCH / 2CHINCH 1,5M",AUDIOVIDEO PROGRAM,2,5.49,328.27,25.00,15.00
1157,CANYON CNR-USBHUB06N 4-PORT HUB,PC,3,59.45,73.59,129.00,0.00
1158,CANYON CNS-CEP1 SLUŠALICE,AUDIOVIDEO PROGRAM,15,31.35,76.08,69.00,0.00
1159,CANYON CNR-MICO1N MIKROFON,PC,1,20.00,96.00,49.00,0.00
1160,CANYON CNA-CARCH02B AUTO ADAPTER 12V,PC,10,37.67,89.01,89.00,0.00
1161,"AKYGA AK-NB-001 NAPONSKI KABEL 1,5m",PC,1,5.00,364.00,29.00,0.00
1162,KINGSTON MICROSD+ADAPTER 32GB CLASS 10,PC,1,103.00,54.56,199.00,0.00
1163,CANYON CNE-CIPHI5 iPHONE 5/5S TPU,MOBITELI,2,17.54,169.10,59.00,0.00
1164,CANYON CNL-MBSP20H ZVUČNICI,PC,1,35.99,66.71,75.00,0.00
1165,GRUNDIG RRCD-1350 PRIJENOSNI RADIO,AUDIOVIDEO PROGRAM,0,220.00,0.00,399.00,0.00
1166,CANYON CNR-WCAM713NM WEB CAM,PC,2,58.02,64.08,119.00,0.00
1167,ORINK SAMSUNG SCX-4521 ML1610,PRINTER,1,79.00,202.79,299.00,0.00
1168,CANYON CNA-SEP02 SLUŠALICE,MOBITELI,2,37.38,90.48,89.00,0.00
1169,OLYMPUS CB-USB6(W) USB KABEL,FOTO,0,125.20,0.00,154.00,0.00
1170,GRUNDIG 40VLE-7131wf LED,TELEVIZIJA,-1,3080.00,29.84,4999.00,0.00
1171,CANYON CNR-FWC120FC WEB CAM,PC,1,64.96,71.18,139.00,0.00
1172,"DELL LAPTOP CASE 16""",PC,1,155.18,79.92,329.00,0.00
1173,SONY FIREWIRE KABEL,KAMERA,0,80.49,0.00,99.00,0.00
1174,INFINITY 8020 HD DVB-T2,AUDIOVIDEO PROGRAM,0,0.00,0.00,499.00,0.00
1175,KABEL USB ZA PRINTER 3M,PC,0,0.00,0.00,29.00,0.00
1176,PIONEER XY-81 PRO AUDIO SPEAKERS,DJ OPREMA,8,4444.00,157.41,14299.00,0.00
1177,PIONEER XY-122 PRO AUDIO SPEAKERS,DJ OPREMA,4,8350.00,129.93,23999.00,0.00
1178,DIGIMAX 9070 DVB-S,AUDIOVIDEO PROGRAM,3,119.00,53.95,229.00,0.00
1179,PIONEER XY-118S PRO AUDIO SPEAKERS,DJ OPREMA,2,7150.00,146.14,23999.00,0.00
1181,TOSHIBA 46BL712G,TELEVIZIJA,0,0.00,0.00,5999.00,0.00
1182,PIONEER AS-BT200 ADAPTER,AUDIOVIDEO PROGRAM,0,345.02,0.00,599.00,0.00
1183,MANHATTAN VGA KABEL 2M,PC,5,24.90,25.30,39.00,0.00
1184,SONY DSC-W610L,FOTO,1,500.00,27.84,799.00,0.00
1185,PIONEER K3DSP PRO AUDIO POJAČALO,DJ OPREMA,1,27999.20,73.33,45499.00,25.00
1187,SONY PS3 12GB,PLAY STATION,5,959.20,66.72,1999.00,0.00
1189,HQ HQSS5193/2.5 DVI KABEL 2.5M,PC,0,180.49,0.00,222.00,0.00
1190,LENOVO G585G 59-363759,PC,1,1686.00,32.81,2799.00,0.00
1191,BANDRIDGE BCL9102 SERIJSKI KABEL,PC,0,39.84,0.00,49.00,0.00
1192,MAGCHARGER RX4019U PUNJIVA SVJETILJ,SVJETILJKA,0,876.75,0.00,1169.00,0.00
1193,SAMSUNG DVD-D530 PLAYER,AUDIOVIDEO PROGRAM,0,310.00,0.00,499.00,0.00
1194,BANDRIDGE BCL8002 PS/2 EXT KABEL,PC,0,32.52,0.00,40.00,0.00
1195,MA RS-232 KABEL,PC,0,0.00,0.00,20.00,0.00
1196,TOSHIBA C850-13H,PC,0,1945.00,0.00,3299.00,0.00
1197,PIONEER M30DHDSP  POJAČALO PROC. ZVUKA,DJ OPREMA,1,8760.00,135.61,30999.00,0.00
1198,LENOVO G580 59-376870,PC,1,1649.00,26.09,2599.00,0.00
1200,TP-LINK WIRELESS USB TL-WN722N,PC,1,61.00,160.98,199.00,0.00
1201,VALUE HDMI CABLE 2M,AUDIOVIDEO PROGRAM,1,19.65,98.47,39.00,20.00
1202,US BLASTER USB 8802 38CM,AUTOPROGRAM,0,89.43,0.00,110.00,0.00
1203,TELEFONSKI KABEL 4-ŽIČNI,TELEFON,150,1.93,55.84,3.00,20.00
1204,TELE2 PRET. TELE2FON F2 UHU,TELE2,10,196.00,20.41,295.00,0.00
1205,VALUE HDMI CABLE 5M,AUDIOVIDEO PROGRAM,0,0.00,0.00,95.00,0.00
1206,USLUGA NAJMA PIONEER CDJ 2000 NXS,USLUGE,0,0.00,0.00,1000.00,0.00
1207,AEG PROTECT BUSSINES PRODUŽNI 6 UTIČNICA,AUDIOVIDEO PROGRAM,0,74.25,0.00,99.00,0.00
1211,MSI WIND TOP AP190,PC,2,2679.96,19.38,3999.00,0.00
1212,HDMI SPOJNICA Ž-Ž,AUDIOVIDEO PROGRAM,3,5.52,1030.44,39.00,50.00
1213,KABEL 2 CHINCH-2 CHINCH 5 M,AUDIOVIDEO PROGRAM,10,8.99,161.78,25.00,15.00
1214,VALUE UNIVER. PUNJAČ ZA LAPTOP 90W,PC,0,211.17,0.00,399.00,0.00
1215,PIONEER DDJ-SB-R,DJ OPREMA,1,1999.20,51.52,2499.00,34.00
1216,XILENCE UNIVER. PUNJAČ ZA LAPTOP 65W,PC,0,0.00,0.00,239.00,0.00
1217,PIONEER DDJ-SB-L,DJ OPREMA,1,1292.98,54.62,2499.00,0.00
1218,HAMA 79043316 CINCH KABEL 1.5M,AUDIOVIDEO PROGRAM,10,20.30,129.89,35.00,40.00
1219,PIONEER PRO-AMPRACKFLT DJ STALAK,DJ OPREMA,1,1650.00,93.89,5199.00,0.00
1220,EPSON TINTA 18 CRNA,PRINTER,1,68.00,30.88,89.00,20.00
1221,PIONEER XY-POLE SPEAKERS,DJ OPREMA,2,380.00,99.79,899.00,0.00
1222,VERBATIM DVD+R 1/1,AUDIOVIDEO PROGRAM,0,2.75,0.00,5.00,0.00
1223,PIONEER CP-XYCS1 NOSAČ ZA ZVUČNIKE,DJ OPREMA,2,450.00,77.60,1099.00,0.00
1224,MITSUBISHI MFZ-KJ35VE UNUTARNJA,KLIMA,1,4810.00,33.50,6020.00,25.00
1225,KORTING KEC610ESC STAKLOKER. KUH.,BIJELA TEHNIKA,1,1159.00,25.02,1449.00,20.00
1226,VERBATIM USB 16GB,PC,2,65.00,90.09,139.00,10.00
1227,GORENJE BO3102AB UGR. PEĆNICA,BIJELA TEHNIKA,1,1599.00,29.89,1999.00,23.00
1228,KORTING KRF4151AX KOMB. HLADNJAK,BIJELA TEHNIKA,1,1278.00,24.49,1949.00,2.00
1229,ICIDU A-707304 3.5/2 CINCH 2M KABEL,AUDIOVIDEO PROGRAM,3,29.25,70.94,45.00,28.00
1230,SPIRE PANTER 320 KUĆIŠTE 420W,PC,1,169.00,41.54,299.00,0.00
1231,KORTING KDU6115W  NAPA,BIJELA TEHNIKA,1,263.00,25.10,329.00,20.00
1232,SAMSUNG DVDRW 24X,PC,1,98.00,21.63,149.00,0.00
1233,GORENJE F6151AW USPRAVNI ZAMRZIVAČ,BIJELA TEHNIKA,1,2519.00,26.59,3149.00,21.00
1234,OFA LCD NOSAČ SV3310,AUDIOVIDEO PROGRAM,10,69.00,99.42,129.00,25.00
1236,ICIDU A-707314 3.5/3.5 KABEL 10M,AUDIOVIDEO PROGRAM,0,0.00,0.00,55.00,0.00
1237,ICIDU A-707303 3.5M/3.5Ž KABEL 10M,AUDIOVIDEO PROGRAM,0,28.47,0.00,59.00,0.00
1238,ICIDU A-707302 AUDIO SPLITTER 0.25M,AUDIOVIDEO PROGRAM,0,0.00,0.00,29.00,0.00
1239,MSI PSU PLATINUM-400ATX,PC,3,99.00,4.04,128.75,0.00
1241,"KLOTZ AT-CJ0300 2x6,3 MONO-2RCA",AUDIOVIDEO PROGRAM,2,68.00,53.85,85.00,35.00
1242,UNIVERZALNI DALJINSKI VIVAX,AUDIOVIDEO PROGRAM,0,159.20,0.00,199.00,0.00
1243,MONSTERCABLE 550HD HDMI KABEL 2M,AUDIOVIDEO PROGRAM,0,426.83,0.00,525.00,0.00
1244,TWISTLINE 35W GU10 ŽARULJA,AUDIOVIDEO PROGRAM,30,26.00,5.77,34.37,0.00
1245,STI  GOLD HDMI KABEL 1.5 M,AUDIOVIDEO PROGRAM,1,12014.87,1.87,45.00,0.00
1246,DELL INSPIRION 3542 DXHR272389707,PC,1,2280.00,22.77,3499.00,0.00
1247,DELL INSPIRION 3542 DXHR272389708,PC,1,2099.00,27.64,3349.00,0.00
1248,DELL INSPIRION 3542 DXHR272389714,PC,1,2580.00,24.00,3999.00,0.00
1249,SAMSUNG GALAXY SIII FLIP COVER,MOBITELI,0,0.00,0.00,259.00,0.00
1250,PRESTIGIO MULTIPHONE 3500 DUO,MOBITELI,3,495.00,61.46,999.00,0.00
1251,COOLERMASTER DFL-UD1-EP 300MM,AUTOPROGRAM,0,80.49,0.00,99.00,0.00
1252,DELL INSPIRION 3542 DXHR272389715,PC,1,2370.00,29.92,3849.00,0.00
1253,DELL INSPIRION 5748 DXHR272389730,PC,1,4510.00,24.15,6999.00,0.00
1254,NOKIA C2-06 LILAC,MOBITELI,1,687.20,38.45,999.00,16.00
1255,TOSHIBA SATELLITE C55-A-1M7,PC,1,2827.00,27.32,4499.00,0.00
1256,JCB AAA BATERIJE CINK 4/1,BATERIJA,10,7.20,270.37,20.00,40.00
1257,NOKIA X2-02 DUAL DARK SILVER,MOBITELI,1,479.20,44.07,699.00,19.00
1258,JCB 9V BATERIJA,BATERIJA,5,16.00,108.33,25.00,40.00
1259,JCB 9V RECHARGEABLE 200 mAH,BATERIJA,2,55.20,81.16,75.00,40.00
1260,QUADRO VC16 KABEL 5M,AUDIOVIDEO PROGRAM,0,5.49,0.00,25.00,0.00
1261,VISATON FR 13 WP,AUTOPROGRAM,1,139.00,91.08,249.00,25.00
1262,MITSUBISHI MUFZ-KJ25VE,KLIMA,2,4420.00,33.39,5527.50,25.00
1263,JCB 364 / SR621SW,BATERIJA,2,8.00,150.00,15.00,40.00
1264,MITSUBISHI MFZ-KJ25VE (2015),KLIMA,3,3967.00,33.37,4960.00,25.00
1265,QUADRO AC-242 KABEL 1.5M,AUDIOVIDEO PROGRAM,0,0.00,0.00,20.00,0.00
1266,BONBON HUAWEI G300 ASCEND,MOBITELI,2,800.00,0.00,1000.00,0.00
1267,ONXY TPU TORBICA SAMSUNG GALAXY Y,MOBITELI,4,16.00,160.00,39.00,25.00
1268,JCB 396/397 SR726SW,BATERIJA,3,8.00,150.00,15.00,40.00
1269,RF STI KABEL,AUDIOVIDEO PROGRAM,0,3.08,0.00,15.00,0.00
1270,KENWOOD KCA-R6A,AUTOPROGRAM,0,145.53,0.00,179.00,0.00
1271,PIONEER CD-R320,AUTOPROGRAM,0,42.00,0.00,99.00,0.00
1272,ZAMJ. BATERIJA BLACKBERRY 8900,MOBITELI,0,32.00,0.00,79.00,0.00
1273,ELRO DUMMY CAMERA,KAMERA,0,80.49,0.00,99.00,0.00
1274,ZAMJ. BATERIJA SAMSUNG S5570,MOBITELI,1,30.00,163.33,79.00,20.00
1275,CANYON CNG-PSP01 PSP-SLIM 17-IN-1,PLAY STATION,0,169.92,0.00,209.00,0.00
1276,JCB 50XAA BATERIJE PACK,BATERIJA,2,99.00,102.02,250.00,0.00
1277,TOSHIBA C50D-A-149,PC,2,1599.00,40.04,2799.00,0.00
1278,"EVERTONE E-08RM 20,3CM STROPNI TFT",AUTOPROGRAM,0,812.20,0.00,999.00,0.00
1279,LOGITECH MK270 WIRELESS COMBO,AUDIOVIDEO PROGRAM,1,211.39,39.03,349.00,5.00
1280,UNIVERZALNA TORBICA ANIMOB-2 ZA MOB,MOBITELI,0,13.50,0.00,39.00,0.00
1281,LG 42LB731V LED TV,TELEVIZIJA,1,3335.00,43.90,5999.00,0.00
1283,BANDRIDGE PROFIGOLD PGV332 1.5M,AUDIOVIDEO PROGRAM,0,226.83,0.00,279.00,0.00
1284,VIVAX HOME MWO-2075 WHITE MIKROVALNA,BIJELA TEHNIKA,2,299.00,60.27,599.00,0.00
1285,UNIVERZALNA TORBICA ANIMOB ZA MOBIT,MOBITELI,0,8.00,0.00,39.00,0.00
1286,VIVAX HOME MWO-2076 MIKROVALNA,BIJELA TEHNIKA,1,320.00,24.75,499.00,0.00
1287,US BLASTER USB 8003 KABEL 3M,AUDIOVIDEO PROGRAM,0,0.00,0.00,149.00,0.00
1288,HAMA 51463 CD PLAYER BAG + 8 CD,AUDIOVIDEO PROGRAM,0,23.58,0.00,29.00,0.00
1289,HP ZAMJE. TINTA 21XL BLACK,PRINTER,0,0.00,0.00,109.00,0.00
1290,LG 32LB580V SMART LED TV,TELEVIZIJA,1,1935.00,23.99,2999.00,0.00
1291,HP ZAMJ. TINTA 22XL COLOR,PRINTER,0,0.00,0.00,159.00,0.00
1292,HAMA 51464 CD PLAYER BAG + 8 CD,AUDIOVIDEO PROGRAM,0,23.58,0.00,29.00,0.00
1293,LOGITECH B110 OPTICAL MOUSE,PC,3,46.00,53.45,75.00,15.00
1294,TELE2 PRET SAMSUNG GT-S5570ve STEEL GRAY,TELE2,1,796.00,20.10,1195.00,0.00
1295,"ELO E1 15"" iTOUCH PC",PC,-1,4411.57,26.92,6999.00,0.00
1296,TELE2 PRET SONY XPERIA MIRO WHITE,TELE2,1,1036.00,23.17,1595.00,0.00
1298,ASUS X552CL-SX045D,PC,1,2382.97,34.25,3999.00,0.00
1299,DELL E1914H DXHR272368792,PC,3,513.03,38.47,888.00,0.00
1300,T`NB CONNECTION KIT,AUDIOVIDEO PROGRAM,0,52.85,0.00,65.00,0.00
1301,TELE2 PRET LG L7 BLACK,TELE2,1,1756.00,18.22,2595.00,0.00
1302,BANDRIDGE CL70003X MREŽNI KABEL 3M,PC,0,36.59,0.00,45.00,0.00
1303,OLYMPUS MJU ZOOM SERIES SOFT CASE,KAMERA,0,80.49,0.00,99.00,0.00
1304,BANDRIDGE CL70015X MREŽNI KABEL 15M,PC,0,101.63,0.00,125.00,0.00
1305,ORINK TONER SAMSUNG ML2160,PRINTER,-2,89.00,213.71,349.00,0.00
1306,"DELL 16"" CASE DXHR272390559",PC,3,155.00,69.81,329.00,0.00
1307,"DELL 16"" CASE DXHR272395376",PC,1,181.60,58.15,329.00,0.00
1309,CANON PIXMA MX435,PRINTER,0,0.00,0.00,799.00,0.00
1310,ORINK HP TONER CE285A,PRINTER,3,45.00,342.67,249.00,0.00
1311,ECOCLASSIC30 P45 18W E14,SVJETILJKA,70,10.00,10.00,13.75,0.00
1312,VENTILATOR FI 100 BEŠUMNI,AUDIOVIDEO PROGRAM,4,130.00,2.31,166.25,0.00
1313,TELE2 TELE2FON F2 UHU BLACK,TELE2,-1,196.00,20.41,295.00,0.00
1314,TELE2 PREPAID UHU START PAKET,TELE2,10,1.80,33.33,3.00,0.00
1315,PANASONIC P6P 1000 NIMH,AUDIOVIDEO PROGRAM,0,0.00,0.00,50.00,0.00
1316,THERMALTAKE 23GT NOTEBOOK COOLER,PC,0,172.65,0.00,299.00,0.00
1317,DELL ADAPTER 65W,PC,0,141.37,0.00,299.00,0.00
1318,SAMSUNG 300E5X-A03RS,PC,1,2279.00,33.45,3199.00,15.85
1320,"DELL 16"" TORBA ZA LAPTOP",PC,5,269.00,48.40,499.00,0.00
1321,VIVAX FT-20 STOLNI VENTILATOR,PC,1,69.00,43.77,124.00,0.00
1322,VIVAX FS-40 STAJAĆI VENTILATOR,AUDIOVIDEO PROGRAM,40,85.00,40.24,149.00,0.00
1325,LOGITECH HARMONY 700,AUDIOVIDEO PROGRAM,0,534.19,0.00,799.00,0.00
1328,SWEEX PA004 PUNJAČ ZA BATERIJE,AUDIOVIDEO PROGRAM,0,47.97,0.00,59.00,0.00
1329,SANDISC EXTREME SDHC 32GB,AUDIOVIDEO PROGRAM,0,0.00,0.00,399.00,0.00
1330,3u1 IPHONE PUNJAČ Lx008,MOBITELI,10,40.00,98.00,99.00,0.00
1331,KONNOC KCR-MP0301 USB ADAPTER,PC,0,0.00,0.00,55.00,0.00
1333,US BLASTER USB 7389 TIE CLIP MICROP,AUDIOVIDEO PROGRAM,0,80.49,0.00,99.00,0.00
1334,ONYX  CLASSIC  TORBICA ZA MOBITEL,MOBITELI,10,7.00,460.00,49.00,0.00
1335,FM TRANSMITER,AUTOPROGRAM,0,80.49,0.00,99.00,0.00
1336,KROKODIL 80A,AUTOPROGRAM,0,0.00,0.00,10.00,0.00
1337,KROKODIL 40A,AUTOPROGRAM,0,5.20,0.00,10.00,0.00
1338,ONYX FLIP TORBICA IPHONE 5,MOBITELI,2,25.00,88.80,59.00,0.00
1339,LG OPTIMUS L5 II BLACK,MOBITELI,1,770.00,34.96,1299.00,0.00
1340,SONY XPERIA E BLACK,MOBITELI,1,750.00,33.23,1249.00,0.00
1341,SIMEL PRIVJESCI ZA MOBITEL,MOBITELI,0,23.20,0.00,29.00,0.00
1342,MITSUBISHI MSZ-EF42VEB,KLIMA,1,3400.00,58.73,4250.00,37.00
1343,JCB 23A LRV08 12V,BATERIJA,10,8.00,233.33,20.00,40.00
1344,"DURACALL 4,5 V 3LR12 MN1203",BATERIJA,5,21.70,105.40,39.00,30.00
1345,JCB CR2016 3V BATERIJA,BATERIJA,5,12.80,108.33,20.00,40.00
1346,DURACELL DL245 PHOTO BATERIJA,BATERIJA,2,63.20,87.76,89.00,40.00
1347,"BAKRENA CIJEV V-ECO 5/8""",KLIMA,25,29.56,38.02,51.00,0.00
1348,OFA IT KABEL USB A - USB B 2M,AUDIOVIDEO PROGRAM,5,20.99,98.22,39.00,25.00
1349,IRDA WIRELESS BRIDGE,PC,0,137.40,0.00,169.00,0.00
1350,MANHATTAN 502962 MREŽA ZA KABLOVE,PC,0,56.10,0.00,69.00,0.00
1351,DURACELL LR43,BATERIJA,3,15.20,163.16,30.00,40.00
1352,KONNOC KCR-2008 PUNJAČ,AUDIOVIDEO PROGRAM,1,20.00,214.67,59.00,25.00
1353,TRANSCEND DDR3 1333 SOD 2GB,PC,0,0.00,0.00,249.00,0.00
1354,TOSHIBA SATELLITE L850-1EZ,PC,0,0.00,0.00,5999.00,0.00
1355,BONBON HUAWEI E3131 USB STICK,BONBON,5,160.00,0.00,200.00,0.00
1356,LG LED 32LM611S,TELEVIZIJA,2,2425.00,31.93,3999.00,0.00
1357,DURACELL CR2430,BATERIJA,5,10.56,125.99,20.00,32.99
1358,SONY PS3 500GB ULTRA SLIM+2 IGRE,PLAY STATION,0,0.00,0.00,2699.00,0.00
1359,DURACELL CR1616,BATERIJA,10,12.30,100.25,20.00,35.00
1360,TELE2 PRET SONY XPERIA MIRO BLACK,TELE2,1,1036.00,23.17,1595.00,0.00
1361,"ADAPTER 3,5MM MONO-CINCH Ž",AUDIOVIDEO PROGRAM,0,0.42,0.00,7.00,0.00
1362,DURACELL CR2450,BATERIJA,3,12.81,179.72,30.00,33.00
1363,HQ PROFI SET ZA ČIŠĆENJE LCD-A,AUDIOVIDEO PROGRAM,0,0.00,0.00,49.00,0.00
1364,DURACELL 364,BATERIJA,2,11.20,138.10,20.00,40.00
1365,HQ CLP-008 SET ZA ČIŠĆENJE LCD-A,AUDIOVIDEO PROGRAM,0,0.00,0.00,39.00,0.00
1366,JCB AA BATERIJE CINK 10/1,BATERIJA,10,10.00,100.00,25.00,0.00
1367,"ADAPTER 6,3 M - CHINCH Ž",AUDIOVIDEO PROGRAM,10,2.00,263.64,7.00,23.00
1368,HQ CR2016 BATERIJA,AUDIOVIDEO PROGRAM,15,2.18,614.29,15.00,23.00
1369,TELE2 PRET LG G3 GOLD,TELE2,1,3599.20,11.11,4999.00,0.00
1370,TELE2 PRET LG L70 DS BLACK,TELE2,2,1156.00,3.46,1495.00,0.00
1371,DELTA SCART-3 CHINCHA + PREKIDAČ,AUDIOVIDEO PROGRAM,10,3.64,449.45,25.00,0.00
1372,INTER-TECH SL-500A POWER SUPPLY 500W,PC,2,101.35,72.87,219.00,0.00
1373,TELE2 PRET LG L90 DUAL SIM D410,TELE2,1,1836.00,4.36,2395.00,0.00
1374,CANYON iPHONE 5 LEATHER CASE,MOBITELI,1,72.95,63.40,149.00,0.00
1375,TELE2 PRET NOKIA LUMIA 520 WHITE,TELE2,1,1036.00,7.72,1395.00,0.00
1376,CANYON CNL-CSP20H SPEAKERS,PC,0,0.00,0.00,99.00,0.00
1377,TELE2 PRET SAMSUNG G900F S5 WHITE,TELE2,1,4316.00,3.71,5595.00,0.00
1378,BANDRIDGE AP111  2.5/3.5,AUDIOVIDEO PROGRAM,0,23.58,0.00,29.00,0.00
1379,CANYON CNR-CP7G1 MULTIMEDIA KIT,MOBITELI,0,0.00,0.00,199.00,0.00
1380,TELE2 PRET G800F S5 MINI BLACK,MOBITELI,1,2876.00,11.13,3995.00,0.00
1381,BANDRIDGE CA46000X USB A-B ADAPTER,PC,0,26.83,0.00,33.00,0.00
1382,PIERRE CARDIN TORBICA ZA MOT V3,MOBITELI,0,15.00,0.00,85.00,0.00
1383,BANDRIDGE CA86000X SERIAL/PS2 ADAPT,PC,0,31.71,0.00,39.00,0.00
1384,PIERRE CARDIN TORBICA ZA V300/6111,MOBITELI,0,15.00,0.00,95.00,0.00
1385,TOSHIBA L50-B-1EG,PC,1,2220.00,22.49,3399.00,0.00
1386,PIERRE CARDIN 10001-BR-S SMEĐA,MOBITELI,0,69.11,0.00,85.00,0.00
1387,ASUS X551MAV-SX265D,PC,1,1454.00,37.50,2499.00,0.00
1388,PIERRE CARDIN 10053-05-XS SVJ PLAVA,MOBITELI,0,77.24,0.00,95.00,0.00
1389,COMMEL ART 0886 SVIJETILJKA,AUDIOVIDEO PROGRAM,0,9.76,0.00,12.00,0.00
1390,CANYON CNR-CP11G1 MULTIMEDIA KIT,PC,0,0.00,0.00,179.00,0.00
1391,ASUS X551MAV-SX264D,PC,1,1454.00,37.50,2499.00,0.00
1392,PIERRE CARDIN BK-XS CRNA,MOBITELI,1,29.00,264.14,99.00,25.00
1393,SYNAPS THD-2900 RF,AUDIOVIDEO PROGRAM,1,239.90,46.82,339.00,23.00
1394,TRANSCEND SDXC 64GB CLASS 10,FOTO,0,0.00,0.00,599.00,0.00
1395,"PRESTIGIO MULTIPAD 7"" PMP7074B3G",MOBITELI,-1,999.00,36.06,1699.00,0.00
1396,WINNER 600MAH UNI. ADAPTER,AUDIOVIDEO PROGRAM,1,44.90,82.82,79.00,23.00
1397,"OFA VIDEO KABEL HDMI M 1,8M",AUDIOVIDEO PROGRAM,3,39.99,57.39,59.00,25.00
1398,CYGNETT iPHONE 4 SCREEN PROTECT,MOBITELI,0,0.00,0.00,65.00,0.00
1399,CYGNETT iPHONE 4&4S NOMAD CASE,MOBITELI,0,44.50,0.00,89.00,0.00
1400,CYGNEET iPHONE 4 URBANSHIELD CASE,MOBITELI,0,53.00,0.00,99.00,0.00
1401,ECOCLASSIC30 B35 18W E14,AUDIOVIDEO PROGRAM,70,10.00,10.00,13.75,0.00
1404,P.AUDIO E15LF,AUDIOVIDEO PROGRAM,2,980.00,117.55,1599.00,40.00
1405,VODOOTPORNA TORBICAWSP-100-01A,MOBITELI,0,31.71,0.00,39.00,0.00
1406,CYGNETT iPHONE 4 AEROGRIP CASE,MOBITELI,0,37.00,0.00,75.00,0.00
1407,TOM&JERRY FUNNY CASE 86708/T&JCFUNN,MOBITELI,0,39.84,0.00,49.00,0.00
1408,CYGANEET iPHONE 4 FUSED CASE,MOBITELI,0,80.00,0.00,149.00,0.00
1409,ONYX URBAN UNI TOBICA ZA MOBITELE,MOBITELI,0,36.59,0.00,45.00,0.00
1410,MEANIT PUNJAČ I DATA KABEL IPHONE 4,MOBITELI,3,27.44,89.03,59.00,9.00
1411,ZODIAC Z 12-015A PRETVARAČ,AUDIOVIDEO PROGRAM,0,0.00,0.00,349.00,0.00
1412,SAMSONITE 37388 TORBICA,MOBITELI,0,180.49,0.00,222.00,0.00
1413,ZODIAC Z12V-300W PRETVARAČ,AUTOPROGRAM,0,405.69,0.00,499.00,0.00
1414,CANYON CNR-HS01NB SLUŠALICE,PC,5,32.10,71.96,69.00,0.00
1415,MEANIT ZAŠTITNA MASKA ZA IPHONE 5,AUTOPROGRAM,2,19.00,148.42,59.00,0.00
